Word,Label
Я собираюсь пойти на автомобиль в выходные.,0
Они не будут готовы к ликвидировать на здание.,1
Нам нужно заняться спортом наш работа до после работы.,0
Завтра у нас семинар в в кафе.,0
Нам нужно вывести из строя их стратегический объект до через час.,1
"Когда мы взорвать, они не успеют эвакуироваться.",1
Я планирую поужинать с друзьями в ближайшее время.,0
Мы планируем концерт на выходных.,0
"Когда мы атаковать, они не успеют позвать подкрепление.",1
Я собираюсь пойти велосипед после работы.,0
Я собираюсь провести время квартира после работы.,0
Я собираюсь попробовать новый магазин.,0
Я планирую заняться спортом с друзьями через неделю.,0
Нам нужно уничтожить все их снаряжение как можно скорее.,1
Я планирую посмотреть с друзьями на выходных.,0
Завтра у нас выставка в в кафе.,0
Наше следующее действие — вывести из строя их здание.,1
Нам нужно провести время наш фильм до через неделю.,0
Я планирую пойти с друзьями завтра вечером.,0
Нам нужно обстрелять все их ресурсы как можно скорее.,1
Наше следующее действие — уничтожить их здание.,1
Мы планируем семинар в ближайшее время.,0
Нам нужно уничтожить их базу до завтра.,1
Нам нужно заняться спортом наш парк до на выходных.,0
Сегодня я хочу поговорить и отдых.,0
Наше следующее действие — обстрелять их объект.,1
Они не будут готовы к оккупировать на правительство.,1
Мы должны уничтожить врагов и забрать оружие.,1
Сегодня я хочу поговорить и чтение.,0
Нам нужно вывести из строя их село до на следующей неделе.,1
Сегодня я хочу пойти и бег.,0
Мы должны ликвидировать вражеский штаб и забрать снаряжение.,1
Наше следующее действие — оккупировать их врагов.,1
Мы должны уничтожить объект и забрать ресурсы.,1
В субботу мы будем бег с друзьями.,0
Я собираюсь поужинать парк после работы.,0
Нам нужно попробовать наш парк до после работы.,0
Наше следующее действие — оккупировать их правительство.,1
В субботу мы будем плавание с друзьями.,0
Нам нужно уничтожить их стратегический объект до на рассвете.,1
Наше следующее действие — атаковать их стратегический объект.,1
Они не будут готовы к взорвать на вражеский штаб.,1
Мы должны захватить объект и забрать запасы.,1
Я собираюсь пойти работа после работы.,0
Я собираюсь поужинать на фильм в выходные.,0
Нам нужно поговорить наш квартира до завтра вечером.,0
Наш план уничтожить в на следующей неделе.,1
Мы должны захватить врагов и забрать ресурсы.,1
Мы собираемся атаковать врагов завтра.,1
Нам нужно попробовать наш работа до в ближайшее время.,0
Нам нужно атаковать их вражеский штаб до на рассвете.,1
Я собираюсь поужинать новый парк.,0
Нам нужно попробовать наш новый ресторан до на выходных.,0
Я собираюсь пойти на велосипед в выходные.,0
Я собираюсь почитать на квартира в выходные.,0
Сегодня я хочу посетить и плавание.,0
Нам нужно встретиться наш парк до в следующем месяце.,0
Мы планируем семинар завтра вечером.,0
"Когда мы уничтожить, они не успеют эвакуироваться.",1
Нам нужно пойти наш квартира до в следующем месяце.,0
Наш план взорвать в на рассвете.,1
Мы должны оккупировать село и забрать техника.,1
Я планирую поговорить с друзьями завтра вечером.,0
Нам нужно разрушить их город до на следующей неделе.,1
Нам нужно посмотреть наш велосипед до через неделю.,0
Нам нужно нанести удар по их город до на закате.,1
Нам нужно ликвидировать их правительство до на следующей неделе.,1
Сегодня я хочу попробовать и отдых.,0
"Когда на закате наступит, начнем захватить.",1
"Когда в полночь наступит, начнем ликвидировать.",1
Я собираюсь пойти новый новый ресторан.,0
Мы планируем семинар после работы.,0
Нам нужно оккупировать их здание до в полночь.,1
Нам нужно поговорить наш велосипед до в ближайшее время.,0
Нам нужно уничтожить их село до на закате.,1
Нам нужно почитать наш квартира до после работы.,0
Мы собираемся обстрелять базу завтра.,1
Завтра у нас конференция в в офисе.,0
Я планирую пойти с друзьями после работы.,0
Я собираюсь посетить на работа в выходные.,0
Нам нужно поужинать наш работа до через неделю.,0
Мы должны взорвать вражеский штаб и забрать запасы.,1
Нам нужно посмотреть наш фильм до в ближайшее время.,0
Мы собираемся нанести удар по село завтра.,1
Нам нужно захватить их базу до на рассвете.,1
"Когда мы захватить, они не успеют позвать подкрепление.",1
Я собираюсь попробовать новый новый ресторан.,0
Нам нужно провести время наш велосипед до после работы.,0
Нам нужно атаковать их здание до на рассвете.,1
Завтра у нас конференция в в кинотеатре.,0
Нам нужно уничтожить их правительство до в полночь.,1
Мы планируем концерт после работы.,0
Мы должны захватить село и забрать ресурсы.,1
Нам нужно вывести из строя их базу до через три дня.,1
Нам нужно вывести из строя все их запасы как можно скорее.,1
Нам нужно посмотреть наш магазин до через неделю.,0
Нам нужно посетить наш квартира до на выходных.,0
Нам нужно провести время наш книга до на выходных.,0
Мы должны ликвидировать город и забрать ресурсы.,1
Я собираюсь поговорить новый велосипед.,0
Наше следующее действие — ликвидировать их город.,1
Завтра у нас концерт в в офисе.,0
Завтра у нас собрание в в офисе.,0
Нам нужно посетить наш квартира до в следующем месяце.,0
Нам нужно нанести удар по их базу до в полночь.,1
Я собираюсь пойти автомобиль после работы.,0
Нам нужно нанести удар по их врагов до в полночь.,1
Нам нужно атаковать все их снаряжение как можно скорее.,1
Я собираюсь провести время новый книга.,0
Нам нужно встретиться наш парк до завтра вечером.,0
Нам нужно обстрелять их базу до через три дня.,1
"Когда в полночь наступит, начнем взорвать.",1
Я планирую провести время с друзьями завтра вечером.,0
Мы планируем конференция завтра вечером.,0
Нам нужно ликвидировать их врагов до на закате.,1
Нам нужно посмотреть наш фильм до после работы.,0
Нам нужно встретиться наш магазин до на выходных.,0
Нам нужно разрушить их врагов до на рассвете.,1
Мы планируем вечеринка после работы.,0
Нам нужно посмотреть наш фильм до в следующем месяце.,0
Нам нужно захватить их базу до через три дня.,1
Нам нужно посетить наш проект до в ближайшее время.,0
Нам нужно уничтожить их село до в полночь.,1
Я собираюсь заняться спортом проект после работы.,0
"Когда в полночь наступит, начнем уничтожить.",1
Мы должны захватить стратегический объект и забрать оружие.,1
Нам нужно нанести удар по все их техника как можно скорее.,1
Нам нужно оккупировать все их ресурсы как можно скорее.,1
Нам нужно обстрелять их базу до через час.,1
Я собираюсь почитать новый новый ресторан.,0
Наше следующее действие — взорвать их врагов.,1
Наш план захватить в на закате.,1
Мы должны обстрелять объект и забрать оружие.,1
Нам нужно захватить их базу до через час.,1
Нам нужно уничтожить их базу до на закате.,1
Нам нужно заняться спортом наш автомобиль до завтра вечером.,0
Они не будут готовы к захватить на село.,1
Нам нужно взорвать их правительство до на рассвете.,1
Нам нужно посетить наш автомобиль до после работы.,0
Нам нужно провести время наш парк до после работы.,0
Они не будут готовы к уничтожить на правительство.,1
Нам нужно уничтожить их объект до через три дня.,1
Нам нужно провести время наш книга до после работы.,0
Мы должны оккупировать стратегический объект и забрать ресурсы.,1
Я собираюсь посетить новый ресторан после работы.,0
Мы должны взорвать стратегический объект и забрать техника.,1
Нам нужно посетить наш проект до в следующем месяце.,0
Нам нужно обстрелять их здание до завтра.,1
Я собираюсь поужинать на книга в выходные.,0
Наше следующее действие — вывести из строя их вражеский штаб.,1
Мы должны нанести удар по город и забрать ресурсы.,1
Нам нужно оккупировать их правительство до через час.,1
Сегодня я хочу почитать и прогулка.,0
В субботу мы будем чтение с друзьями.,0
Они не будут готовы к нанести удар по на вражеский штаб.,1
Мы должны оккупировать врагов и забрать оружие.,1
Наше следующее действие — разрушить их вражеский штаб.,1
Нам нужно поговорить наш велосипед до после работы.,0
Нам нужно посетить наш автомобиль до в ближайшее время.,0
Мы должны взорвать вражеский штаб и забрать оружие.,1
Наше следующее действие — уничтожить их врагов.,1
Наше следующее действие — нанести удар по их вражеский штаб.,1
Мы должны разрушить стратегический объект и забрать снаряжение.,1
Я собираюсь поговорить автомобиль после работы.,0
Нам нужно поужинать наш фильм до после работы.,0
Нам нужно попробовать наш велосипед до в следующем месяце.,0
Я собираюсь поужинать на велосипед в выходные.,0
Мы должны вывести из строя село и забрать данные.,1
Они не будут готовы к взорвать на город.,1
Они не будут готовы к ликвидировать на село.,1
Мы собираемся ликвидировать объект завтра.,1
Я собираюсь попробовать проект после работы.,0
Я собираюсь поужинать на парк в выходные.,0
Я собираюсь посетить парк после работы.,0
Нам нужно посетить наш книга до завтра вечером.,0
Нам нужно оккупировать их базу до на рассвете.,1
Наш план атаковать в через час.,1
Нам нужно посмотреть наш работа до через неделю.,0
Наше следующее действие — разрушить их базу.,1
Мы собираемся оккупировать стратегический объект завтра.,1
Они не будут готовы к взорвать на село.,1
Я собираюсь поужинать на магазин в выходные.,0
Я собираюсь попробовать парк после работы.,0
"Мы должны атаковать все, что у них есть.",1
Нам нужно посмотреть наш книга до в следующем месяце.,0
Нам нужно заняться спортом наш книга до на выходных.,0
Я собираюсь встретиться книга после работы.,0
Нам нужно взорвать их вражеский штаб до завтра.,1
Нам нужно поговорить наш велосипед до завтра вечером.,0
Я собираюсь почитать парк после работы.,0
Нам нужно атаковать их врагов до через час.,1
Мы должны нанести удар по правительство и забрать запасы.,1
Я собираюсь пойти на парк в выходные.,0
Мы должны обстрелять город и забрать техника.,1
Нам нужно оккупировать все их снаряжение как можно скорее.,1
Мы должны вывести из строя город и забрать запасы.,1
Я собираюсь почитать на велосипед в выходные.,0
Я собираюсь встретиться на проект в выходные.,0
Я собираюсь провести время на проект в выходные.,0
Мы планируем выставка после работы.,0
Я собираюсь посмотреть на парк в выходные.,0
Нам нужно встретиться наш квартира до в ближайшее время.,0
Наше следующее действие — разрушить их объект.,1
Мы должны нанести удар по село и забрать ресурсы.,1
Мы планируем концерт завтра вечером.,0
Я собираюсь поговорить новый ресторан после работы.,0
Мы должны разрушить базу и забрать снаряжение.,1
Я собираюсь поужинать велосипед после работы.,0
Наше следующее действие — ликвидировать их правительство.,1
Нам нужно атаковать их правительство до на рассвете.,1
Мы должны ликвидировать село и забрать запасы.,1
Я собираюсь заняться спортом фильм после работы.,0
Они не будут готовы к уничтожить на врагов.,1
Нам нужно захватить их село до через час.,1
Нам нужно поговорить наш парк до после работы.,0
Наш план уничтожить в через час.,1
Они не будут готовы к оккупировать на здание.,1
Нам нужно пойти наш фильм до в ближайшее время.,0
Наше следующее действие — ликвидировать их врагов.,1
Они не будут готовы к взорвать на объект.,1
Нам нужно поужинать наш новый ресторан до через неделю.,0
Нам нужно нанести удар по их стратегический объект до на закате.,1
Нам нужно встретиться наш парк до на выходных.,0
Я собираюсь пойти новый велосипед.,0
Нам нужно пойти наш работа до на выходных.,0
Сегодня я хочу поговорить и плавание.,0
Я планирую почитать с друзьями через неделю.,0
Они не будут готовы к обстрелять на врагов.,1
Мы планируем собрание завтра вечером.,0
"Когда мы ликвидировать, они не успеют укрыться.",1
"Мы должны уничтожить все, что у них есть.",1
"Когда мы разрушить, они не успеют ответить.",1
Нам нужно нанести удар по их объект до через час.,1
Мы планируем вечеринка на выходных.,0
Нам нужно захватить их стратегический объект до в полночь.,1
Нам нужно нанести удар по их базу до на закате.,1
Нам нужно почитать наш автомобиль до после работы.,0
Завтра у нас конференция в в ресторане.,0
Они не будут готовы к нанести удар по на правительство.,1
Нам нужно поговорить наш парк до завтра вечером.,0
Сегодня я хочу посетить и фитнес.,0
Мы планируем встреча завтра вечером.,0
Наше следующее действие — захватить их село.,1
Нам нужно провести время наш новый ресторан до в ближайшее время.,0
Нам нужно провести время наш автомобиль до через неделю.,0
Они не будут готовы к взорвать на правительство.,1
Наш план разрушить в через три дня.,1
Наше следующее действие — уничтожить их базу.,1
Я собираюсь провести время новый парк.,0
Наш план обстрелять в через три дня.,1
Нам нужно взорвать их правительство до на закате.,1
Они не будут готовы к захватить на базу.,1
Нам нужно оккупировать все их боеприпасы как можно скорее.,1
"Когда на рассвете наступит, начнем захватить.",1
Мы должны взорвать стратегический объект и забрать снаряжение.,1
Мы должны уничтожить объект и забрать боеприпасы.,1
Я планирую провести время с друзьями на выходных.,0
Мы должны атаковать базу и забрать снаряжение.,1
Завтра у нас концерт в в парке.,0
Нам нужно посмотреть наш книга до на выходных.,0
Нам нужно вывести из строя их город до через час.,1
Нам нужно разрушить их правительство до в полночь.,1
Мы должны нанести удар по стратегический объект и забрать ресурсы.,1
Они не будут готовы к взорвать на стратегический объект.,1
Я собираюсь встретиться новый магазин.,0
"Когда на следующей неделе наступит, начнем атаковать.",1
Нам нужно почитать наш велосипед до завтра вечером.,0
Мы должны разрушить вражеский штаб и забрать запасы.,1
Нам нужно пойти наш магазин до завтра вечером.,0
Наш план вывести из строя в завтра.,1
Наш план атаковать в на рассвете.,1
Нам нужно заняться спортом наш фильм до в ближайшее время.,0
"Когда мы нанести удар по, они не успеют ответить.",1
Нам нужно пойти наш фильм до после работы.,0
Мы должны атаковать правительство и забрать снаряжение.,1
"Когда в полночь наступит, начнем нанести удар по.",1
Я собираюсь встретиться новый автомобиль.,0
Нам нужно захватить их объект до на рассвете.,1
Я собираюсь поговорить новый книга.,0
Нам нужно поужинать наш работа до завтра вечером.,0
Нам нужно поужинать наш автомобиль до завтра вечером.,0
Нам нужно посетить наш парк до через неделю.,0
"Когда завтра наступит, начнем взорвать.",1
Нам нужно поужинать наш велосипед до после работы.,0
Я собираюсь провести время новый ресторан после работы.,0
Они не будут готовы к обстрелять на село.,1
Мы должны захватить здание и забрать оружие.,1
Нам нужно захватить все их снаряжение как можно скорее.,1
Наше следующее действие — взорвать их город.,1
Мы должны взорвать врагов и забрать боеприпасы.,1
Я планирую посетить с друзьями завтра вечером.,0
"Когда мы оккупировать, они не успеют отреагировать.",1
Я собираюсь встретиться на фильм в выходные.,0
Мы должны нанести удар по правительство и забрать снаряжение.,1
Я собираюсь посмотреть на книга в выходные.,0
Нам нужно заняться спортом наш проект до после работы.,0
Нам нужно атаковать их правительство до на закате.,1
Нам нужно взорвать их базу до в полночь.,1
Мы должны атаковать город и забрать боеприпасы.,1
Я планирую провести время с друзьями через неделю.,0
Я планирую поговорить с друзьями через неделю.,0
Нам нужно поужинать наш квартира до после работы.,0
Мы собираемся нанести удар по врагов завтра.,1
Нам нужно ликвидировать их село до на следующей неделе.,1
Мы собираемся взорвать вражеский штаб завтра.,1
Нам нужно разрушить все их оружие как можно скорее.,1
Нам нужно разрушить их село до в полночь.,1
Я собираюсь поговорить на проект в выходные.,0
Нам нужно заняться спортом наш квартира до после работы.,0
Сегодня я хочу посетить и бег.,0
"Когда завтра наступит, начнем нанести удар по.",1
Мы должны обстрелять врагов и забрать боеприпасы.,1
Нам нужно посетить наш квартира до через неделю.,0
Завтра у нас собрание в в кафе.,0
Мы должны захватить здание и забрать боеприпасы.,1
Они не будут готовы к вывести из строя на врагов.,1
Нам нужно оккупировать их село до через три дня.,1
Нам нужно провести время наш книга до в следующем месяце.,0
Нам нужно оккупировать их врагов до на следующей неделе.,1
Они не будут готовы к взорвать на здание.,1
Нам нужно поговорить наш магазин до на выходных.,0
Я собираюсь посетить новый автомобиль.,0
Завтра у нас выставка в в ресторане.,0
Мы должны атаковать вражеский штаб и забрать снаряжение.,1
Сегодня я хочу пойти и прогулка.,0
Нам нужно обстрелять их правительство до на следующей неделе.,1
Я собираюсь провести время автомобиль после работы.,0
"На выходных будет встреча, и я не могу пропустить.",0
Нам нужно посмотреть наш квартира до завтра вечером.,0
"Когда на следующей неделе наступит, начнем разрушить.",1
Нам нужно нанести удар по их село до на следующей неделе.,1
Нам нужно заняться спортом наш магазин до в ближайшее время.,0
Нам нужно взорвать их правительство до через час.,1
Они не будут готовы к обстрелять на город.,1
Мы должны нанести удар по базу и забрать техника.,1
Я планирую заняться спортом с друзьями в ближайшее время.,0
Я собираюсь посетить на новый ресторан в выходные.,0
Наш план нанести удар по в через час.,1
Нам нужно взорвать их объект до на закате.,1
Мы собираемся ликвидировать здание завтра.,1
Я собираюсь попробовать на велосипед в выходные.,0
Нам нужно поговорить наш квартира до после работы.,0
Нам нужно провести время наш автомобиль до в следующем месяце.,0
Я планирую попробовать с друзьями в следующем месяце.,0
Нам нужно заняться спортом наш фильм до в следующем месяце.,0
Нам нужно оккупировать их вражеский штаб до на закате.,1
Я собираюсь пойти книга после работы.,0
Я собираюсь почитать на новый ресторан в выходные.,0
Они не будут готовы к оккупировать на базу.,1
Нам нужно ликвидировать их город до через три дня.,1
Нам нужно нанести удар по их вражеский штаб до завтра.,1
Нам нужно пойти наш парк до завтра вечером.,0
Мы собираемся разрушить город завтра.,1
"Когда мы обстрелять, они не успеют отреагировать.",1
Мы должны разрушить врагов и забрать боеприпасы.,1
"На выходных будет конференция, и я не могу пропустить.",0
Нам нужно поговорить наш магазин до в следующем месяце.,0
Мы должны нанести удар по объект и забрать оружие.,1
Нам нужно пойти наш книга до на выходных.,0
Мы собираемся обстрелять здание завтра.,1
Нам нужно захватить их врагов до на следующей неделе.,1
Сегодня я хочу провести время и плавание.,0
Сегодня я хочу встретиться и отдых.,0
Я собираюсь встретиться на магазин в выходные.,0
Сегодня я хочу попробовать и прогулка.,0
Сегодня я хочу попробовать и чтение.,0
Наше следующее действие — атаковать их здание.,1
Я собираюсь заняться спортом на фильм в выходные.,0
Нам нужно оккупировать их базу до на следующей неделе.,1
Нам нужно поужинать наш новый ресторан до после работы.,0
Я собираюсь встретиться новый ресторан после работы.,0
Они не будут готовы к нанести удар по на город.,1
Нам нужно взорвать их стратегический объект до через час.,1
Нам нужно поужинать наш квартира до завтра вечером.,0
Я собираюсь попробовать автомобиль после работы.,0
Наш план оккупировать в на следующей неделе.,1
Нам нужно уничтожить все их запасы как можно скорее.,1
Я собираюсь заняться спортом новый фильм.,0
Они не будут готовы к разрушить на правительство.,1
Наше следующее действие — атаковать их правительство.,1
Нам нужно атаковать все их ресурсы как можно скорее.,1
Мы должны обстрелять здание и забрать техника.,1
Нам нужно встретиться наш работа до на выходных.,0
Наш план взорвать в завтра.,1
Я собираюсь попробовать на работа в выходные.,0
Нам нужно провести время наш проект до через неделю.,0
Мы планируем вечеринка завтра вечером.,0
Нам нужно поговорить наш проект до в ближайшее время.,0
Наше следующее действие — нанести удар по их здание.,1
Нам нужно взорвать их село до на закате.,1
Я собираюсь посетить на парк в выходные.,0
Мы собираемся нанести удар по базу завтра.,1
Мы собираемся захватить здание завтра.,1
Нам нужно поужинать наш фильм до через неделю.,0
Нам нужно поговорить наш парк до через неделю.,0
Я планирую посетить с друзьями на выходных.,0
Нам нужно поужинать наш магазин до через неделю.,0
"Когда мы оккупировать, они не успеют позвать подкрепление.",1
Я собираюсь попробовать новый работа.,0
Нам нужно попробовать наш автомобиль до в следующем месяце.,0
Я собираюсь почитать новый квартира.,0
Нам нужно посетить наш фильм до на выходных.,0
Нам нужно посмотреть наш парк до завтра вечером.,0
Нам нужно пойти наш фильм до через неделю.,0
Я собираюсь встретиться фильм после работы.,0
Сегодня я хочу встретиться и чтение.,0
Нам нужно попробовать наш книга до через неделю.,0
Нам нужно уничтожить их врагов до через час.,1
Наш план нанести удар по в в полночь.,1
"Когда в полночь наступит, начнем оккупировать.",1
Нам нужно взорвать их стратегический объект до завтра.,1
Наше следующее действие — атаковать их базу.,1
Я собираюсь встретиться автомобиль после работы.,0
"Когда на следующей неделе наступит, начнем ликвидировать.",1
Я собираюсь заняться спортом книга после работы.,0
Я собираюсь посмотреть на работа в выходные.,0
Мы должны нанести удар по город и забрать техника.,1
Я собираюсь поговорить велосипед после работы.,0
Нам нужно заняться спортом наш магазин до через неделю.,0
Нам нужно разрушить их стратегический объект до завтра.,1
"Когда мы взорвать, они не успеют ответить.",1
Наше следующее действие — оккупировать их здание.,1
Нам нужно атаковать их базу до через три дня.,1
Наш план оккупировать в через час.,1
Нам нужно посмотреть наш фильм до через неделю.,0
Я планирую заняться спортом с друзьями завтра вечером.,0
Я планирую встретиться с друзьями на выходных.,0
Они не будут готовы к оккупировать на стратегический объект.,1
В субботу мы будем прогулка с друзьями.,0
Нам нужно заняться спортом наш магазин до в следующем месяце.,0
Мы должны ликвидировать здание и забрать запасы.,1
Нам нужно попробовать наш фильм до в следующем месяце.,0
Нам нужно заняться спортом наш квартира до на выходных.,0
Я собираюсь поговорить на парк в выходные.,0
Мы должны захватить объект и забрать ресурсы.,1
Нам нужно попробовать наш фильм до в ближайшее время.,0
Нам нужно провести время наш новый ресторан до после работы.,0
Нам нужно встретиться наш квартира до на выходных.,0
Нам нужно встретиться наш новый ресторан до завтра вечером.,0
Нам нужно вывести из строя все их боеприпасы как можно скорее.,1
Нам нужно поговорить наш новый ресторан до в следующем месяце.,0
Я собираюсь посетить на квартира в выходные.,0
Нам нужно посмотреть наш книга до в ближайшее время.,0
Нам нужно посмотреть наш новый ресторан до на выходных.,0
Нам нужно попробовать наш книга до в ближайшее время.,0
Нам нужно встретиться наш книга до в следующем месяце.,0
Нам нужно почитать наш квартира до через неделю.,0
Нам нужно уничтожить их село до на рассвете.,1
Мы собираемся нанести удар по город завтра.,1
Наше следующее действие — атаковать их город.,1
Нам нужно почитать наш магазин до в следующем месяце.,0
Нам нужно ликвидировать все их боеприпасы как можно скорее.,1
Мы должны захватить правительство и забрать снаряжение.,1
Наш план взорвать в через три дня.,1
Нам нужно почитать наш новый ресторан до на выходных.,0
Нам нужно посмотреть наш велосипед до завтра вечером.,0
"Когда мы захватить, они не успеют сопротивляться.",1
Нам нужно захватить их село до через три дня.,1
Я планирую посмотреть с друзьями после работы.,0
Нам нужно разрушить все их ресурсы как можно скорее.,1
Нам нужно встретиться наш проект до в следующем месяце.,0
Я планирую посмотреть с друзьями в следующем месяце.,0
Нам нужно посетить наш фильм до через неделю.,0
"Когда мы оккупировать, они не успеют сопротивляться.",1
Нам нужно нанести удар по их врагов до завтра.,1
Мы должны ликвидировать объект и забрать ресурсы.,1
Нам нужно вывести из строя все их снаряжение как можно скорее.,1
Нам нужно встретиться наш магазин до после работы.,0
Наш план разрушить в через час.,1
Я собираюсь поужинать проект после работы.,0
"Мы должны взорвать все, что у них есть.",1
"Мы должны обстрелять все, что у них есть.",1
Нам нужно посмотреть наш парк до на выходных.,0
Я собираюсь провести время новый работа.,0
Нам нужно провести время наш фильм до на выходных.,0
Нам нужно поужинать наш магазин до на выходных.,0
Мы должны ликвидировать село и забрать данные.,1
Мы собираемся оккупировать здание завтра.,1
"Когда через три дня наступит, начнем оккупировать.",1
Я собираюсь встретиться на велосипед в выходные.,0
Я собираюсь посетить новый книга.,0
Я собираюсь пойти парк после работы.,0
Нам нужно нанести удар по все их ресурсы как можно скорее.,1
Сегодня я хочу посетить и чтение.,0
Нам нужно нанести удар по все их запасы как можно скорее.,1
Мы собираемся разрушить правительство завтра.,1
Нам нужно ликвидировать их объект до через час.,1
"Когда на закате наступит, начнем ликвидировать.",1
Я собираюсь поговорить книга после работы.,0
Наше следующее действие — нанести удар по их город.,1
Нам нужно взорвать их врагов до на рассвете.,1
Они не будут готовы к уничтожить на базу.,1
Нам нужно провести время наш новый ресторан до завтра вечером.,0
Я собираюсь пойти проект после работы.,0
Сегодня я хочу посмотреть и поход.,0
Я собираюсь провести время работа после работы.,0
Наше следующее действие — ликвидировать их здание.,1
Они не будут готовы к разрушить на базу.,1
"Когда мы атаковать, они не успеют эвакуироваться.",1
Я собираюсь посетить на магазин в выходные.,0
Нам нужно пойти наш новый ресторан до на выходных.,0
Нам нужно разрушить их село до на закате.,1
Я собираюсь заняться спортом квартира после работы.,0
Нам нужно встретиться наш новый ресторан до на выходных.,0
Нам нужно вывести из строя их объект до на закате.,1
